text,label
"Your cust svc was excellent in adjusting my reservation as requested which resulted in a double booking. Easy and great! 1/2",compliment
"nearly 2 weeks later I'm still waiting a response from your exception team regarding the change of my surname, can you help?",complaint
"So   has 1 hr hold time on the phone (!) &amp; a line at the gate that has moved maybe 6 customers in 30 min w/ 2 attendants",complaint
"I've been waiting for my miles retroclaim to post for months, is there any way to get it done before March 22? EXP here",request
"May I send you a DM please?",request
"Need to report damaged baggage from trip this past weekend. How do I get reference number for online claim form?",request
"Thank You Maria Kelly at Dallas Office for being a great call center agent.",compliment
"can I upgrade my ticket online? I always fly QTR but I've never received a promotion code :(\nLooking forward 4 your reply soon",request
"Loved my weekend trip to Atlantic city but so glad to be back home. Thank you to the crew of",compliment
"pls is ur flight from lagos to houston tonite still active?",request
"Robert F. on Flight 1404 was the best flight attendant I've ever had.  Great personality and jokes!",compliment
"Thanks again  You managed to screw me over by changing my flight with  causing me to lose seat. #neverflyingAAagain",complaint
"Hi  Why wonâ€™t you answer me as to the reason you are so terrible today?",complaint
"So you forgot to load bags onto 3577?  That's smart.  Twenty people waiting in line at SAV to make a claim.  Dreadful service.",complaint
"crew on 2812 to ALB last night was fantastic!!!",compliment
"need contact info for multi-violations of ADA against #disabled  passengers CC:",request
"is there any special access with his wheelchair so we get to flight in Houston on time?",request
"Just received an email saying holiday needs to be paid today, rang up and they said I cant pay it!! Diabolical.",complaint
"Just saw a  747-400 go overhead and had to stare and watch. Such an amazing plane that won't because flying too much longer.",compliment
"Thanks to #Philadelphia #airport we have been sitting on the Tarmac for the past 2 hours... Can  do something about it?",request
"Website-useless. Can't remember my password to login. And I can't remember the answer to my security question. I'm locked out! Help!",request
"#flt 1675...to the Capt:  Hope the delay was worth it to you!  Poor decisions impact many. #terrible",complaint
"we are stuck in Rio de Janeiro and ur customer service is really unhelpful.",complaint
"This is unacceptable  There was no weather or mechanical error.  You need to get your shit together.",complaint
"never flying Southwest again after the blatant discrimination and disregard for the Muslim population. SW = worst airline ever",complaint
"customer service is pitiful. Three months in now, they are going backwards on me, and I am still waiting for resolution.",complaint
"Can you bring a very small plant on your carry on or in checked bags flying within the US?",request
"I made a mistake with my booking yesterday, may you please help me fix it?",request
"Hey,  checked in before I could upgrade my flight. Now I can't upgrade online and am on hold with reservations. Can you help?",request
"falling off my lap managed to catch just in time and gave the lady next to me her box, air stewardess was very rude and refused",complaint
"Hey  what's the alcohol policy on JFK --&gt; DOH? Can't find the information on your site",request
"lol, ID check after we are seated? Also how do you overbook. Hows that possible to sell more seats than you have! #bagsflyfree",request
"Thank you  for my super cheap flight to Seattle this summer to visit one of my best bud! #SWA #FavoriteAirline âœˆï¸â¤ï¸ðŸ™ŒðŸ¼",compliment
"Kudos to our flight attendant Cheri on Dl5258 she made the entire flight amazing \u2708\ufe0f\u2708\ufe0f",compliment
"FA on UA4506 BNA - ORD name is Dawn was the absolute best. Best I've seen on either regional or mainline in like forever. Recog her",compliment
"just had a nice conversation with reservation person named Connie - very helpful and pleasant to deal with !\U0001f600\U0001f600",compliment
"how do I get you to stop sending me emails when my email prefs have looked like this for over a year?",request
"Shame on you  i will never fly with you. Kudos to  for coming to this family's rescue #heros",complaint
"Bravo  The #vegan meal was offered to everyone on my flight, along with mango sorbet instead of ice cream.",compliment
"Thank you  &amp; staff for helping bring abandoned pups to the US from Puerto Rico! ðŸ¾âœˆï¸ðŸ¾",compliment
"Finally flew  for the first time. Have to say it was pleasant. Nice aircraft and solid crew. Thanks for a safe flight",compliment
"if a rogue travel agent is refusing to fix my bookings is it possible to fix rebook directly with AA?",request
"Dallas'  earns nod as best airline for â€˜vacation valueâ€™ travel  |  ",compliment
"to how it may concern i have a problem can you help me please",request
"tried to get boardpass on flight we got 4 Mos ago. Denied b/c flight oversold. Awful customer service at gate B6 Dallas-Fort.",complaint
"please, follow me. I want to change my flights.",request
"so delta how do I get my global upgrade back.",request
"Can we get complimentary transit accommodation at DOHA  for a transit time of 7 hrs 45 min. ? (almost 8 hours!)",request
"Thanks  All (four) drinks on meeee!! ",compliment
"Thanks  and  ( for the free ride! #ExecPlat #UberAloha ",compliment
"What's with all of the full flights  #WN",request
"Retweeted United ( Thanks for flying the #FriendlySkies! ^NM",compliment
"Love getting 2 flights for $500 TOTAL to see my BFF in July. Thank you,  -and thank you   for being a hub!",compliment
"LAX flight is delayed. Any chance of some earlier options from DFW?  0 for 2 on on-time departures this trip.",complaint
"Culture drives stellar customer experiences.  #saparibalive #womenleaders ",compliment
"the picture doesn't do justice to the filth on the seat in front of me ua85 Tlv-ewr really disappointed",complaint
"Yo  how much is it gonna cost me for the next flight to SFO, I get the feeling it won't be free #airtravel",request
"Thanks for stranding me in Baltimore.",compliment
"Well, the airport wasn't serving wine yet, but  certainly was! ðŸ™ŒðŸ¼ AND first drink free bc of #StPatricksDay ðŸ‘ðŸ¼ ðŸ’š",compliment
"is it normal for your attendants to leave full bags of vomit under the seats? Now my sons shoes are covered in it.",complaint
"My account is blocked because I forgot my password. Can you help me?? Tks",request
"Well done  for the delicious food at dnata  cargo building launch. Great job!",compliment
"Hey  I suggest getting an emotions researcher on board to re-tune your biased customer satisfaction survey. ",compliment
"Spent the last hour on the phone with  on the phone + on hold. Still no resolution. How hard is it to change a flight?!",complaint
"2/2 terrible operational service means you'll hate your life every second of flying  Don't fly  Don't do it.",complaint
